,latitude,longitude,property_type,accommodates,bathrooms_text,bedrooms,beds
10734,33.97002,-118.42581000000001,Entire condominium,4,1 bath,1.0,1.0
10735,34.20203,-118.43821000000001,Entire condominium,4,2 baths,2.0,2.0
10740,34.10646,-118.30023,Entire townhouse,8,2 baths,4.0,5.0
10747,34.054109999999994,-118.3018,Private room in house,2,1 shared bath,1.0,2.0
10751,34.20515,-118.55426999999999,Entire house,8,4 baths,4.0,4.0
10753,34.159440000000004,-118.45003999999999,Private room in house,2,1 private bath,1.0,1.0
10754,34.064029999999995,-118.17809,Private room in house,2,1 private bath,1.0,1.0
10767,34.15773,-118.42801000000001,Entire house,6,2 baths,3.0,4.0
10768,34.06191,-118.34533,Private room in apartment,2,1 shared bath,1.0,1.0
10769,33.993109999999994,-118.47041999999999,Private room in house,2,2 shared baths,1.0,1.0
10770,34.06984,-118.36788999999999,Entire guest suite,2,1 bath,1.0,1.0
10772,34.0009,-118.46276999999999,Entire house,4,1 bath,2.0,3.0
10775,34.07224,-118.48901000000001,Entire house,8,3.5 baths,5.0,3.0
10776,34.08618,-118.35863,Entire house,4,1 bath,2.0,2.0
10777,34.08518,-118.35833999999998,Entire house,4,2 baths,3.0,3.0
10778,34.16829,-118.46647,Private room in apartment,2,1 private bath,1.0,1.0
10779,34.03098,-118.35725,Private room in apartment,6,1.5 baths,2.0,3.0
10781,34.06695,-118.3498,Private room in apartment,2,1 shared bath,1.0,1.0
10787,34.0646,-118.42754,Entire apartment,4,1 bath,1.0,2.0
10791,33.98518,-118.43838000000001,Entire townhouse,4,2.5 baths,2.0,0.0
10794,34.162,-118.4176,Entire house,8,3.5 baths,4.0,4.0
10795,34.037929999999996,-118.46035,Private room in apartment,2,1 private bath,1.0,1.0
10799,34.039609999999996,-118.34201000000002,Entire guesthouse,4,1 bath,1.0,2.0
10801,34.08378,-118.37471000000001,Entire apartment,1,1 bath,1.0,1.0
10806,34.052479999999996,-118.37888999999998,Private room in condominium,1,1.5 baths,1.0,1.0
10807,34.02613,-118.40471000000001,Entire apartment,4,2 baths,2.0,2.0
10809,34.13494,-118.42186000000001,Entire house,8,3.5 baths,4.0,4.0
10810,34.019890000000004,-118.40221000000001,Entire apartment,2,1 bath,1.0,1.0
10811,34.174890000000005,-118.45078000000001,Entire guesthouse,1,1 bath,1.0,0.0
10821,34.04672,-118.29879,Entire guesthouse,3,1 bath,1.0,3.0
10822,34.05038,-118.26381,Entire serviced apartment,5,1 bath,1.0,2.0
10825,34.26599,-118.28124,Entire guesthouse,3,1 bath,1.0,2.0
10829,34.04229,-118.37781000000001,Private room in house,2,1.5 shared baths,1.0,1.0
10830,34.047340000000005,-118.32242,Private room in condominium,2,1 shared bath,1.0,2.0
10840,34.08515,-118.35636000000001,Entire villa,4,2 baths,2.0,2.0
10842,34.096109999999996,-118.35667,Entire apartment,3,1 bath,1.0,1.0
10846,34.20649,-118.43406,Private room in house,3,1 shared bath,1.0,2.0
10847,34.10195,-118.333,Entire apartment,6,1 bath,2.0,3.0
10848,33.72215,-118.29014,Private room in house,2,1 private bath,1.0,1.0
10849,34.08777,-118.28255,Entire house,6,2 baths,3.0,3.0
10851,34.12254,-118.346,Entire house,6,2 baths,2.0,4.0
10852,34.206179999999996,-118.43313,Private room in house,3,1 shared bath,1.0,3.0
10853,34.12409,-118.34968,Entire house,10,2 baths,3.0,4.0
10854,34.04119,-118.25988999999998,Private room in apartment,2,2 baths,2.0,2.0
10856,34.22136,-118.64473000000001,Entire house,1,1 bath,1.0,1.0
10859,34.0975,-118.22256000000002,Entire house,8,2 baths,3.0,4.0
10860,34.044959999999996,-118.441,Private room in condominium,2,1 private bath,1.0,2.0
10863,34.19274,-118.40937,Entire guesthouse,4,1 bath,1.0,2.0
10868,34.09688,-118.38178,Entire apartment,3,2 baths,2.0,2.0
10870,34.00297,-118.44854,Private room in house,4,1 private bath,2.0,2.0
10871,33.99411,-118.45747,Entire house,6,3 baths,4.0,5.0
10874,34.0629,-118.45045,Entire apartment,2,1 bath,1.0,1.0
10878,33.99346,-118.47635,Entire house,6,2 baths,3.0,3.0
10881,34.01324,-118.41956,Entire apartment,4,1 bath,1.0,1.0
10884,34.08209,-118.26598,Entire bungalow,4,1 bath,2.0,2.0
10889,34.0517,-118.31209,Private room in house,2,1 shared bath,1.0,2.0
10890,34.10076,-118.35696999999999,Entire apartment,2,1 bath,1.0,1.0
10892,34.035790000000006,-118.29704,Private room in house,1,2 shared baths,1.0,1.0
10899,33.99615,-118.48063,Entire condominium,2,1 bath,1.0,1.0
10900,34.12104,-118.18615,Entire house,4,2 baths,2.0,2.0
10908,34.13435,-118.21528,Entire house,6,1 bath,2.0,2.0
10913,34.2557,-118.58566,Private room in townhouse,1,1.5 shared baths,1.0,1.0
10916,33.99446,-118.45626000000001,Entire guesthouse,2,1 bath,1.0,1.0
10917,34.115809999999996,-118.32453999999998,Entire house,6,2 baths,3.0,3.0
10921,34.22354,-118.59865,Private room in apartment,1,1 shared bath,1.0,1.0
10923,34.05288,-118.36758,Private room in townhouse,2,1 shared bath,1.0,1.0
10928,34.13707,-118.21656000000002,Entire apartment,2,1 bath,1.0,1.0
10929,34.074,-118.3807,Entire condominium,5,1 bath,1.0,1.0
10930,33.99163,-118.47721000000001,Private room in house,2,1 private bath,1.0,1.0
10931,34.18799,-118.3915,Private room in house,1,1 private bath,1.0,1.0
10933,34.08742,-118.26782,Entire house,4,1.5 baths,2.0,2.0
10936,34.066759999999995,-118.3721,Entire house,6,2 baths,4.0,4.0
10937,34.18153,-118.43942,Private room in condominium,2,1.5 shared baths,1.0,1.0
10940,33.98943,-118.47299,Entire bungalow,3,1 bath,1.0,1.0
10941,34.0865,-118.30073,Private room in apartment,2,1 shared bath,1.0,1.0
10944,34.04325,-118.25098,Entire loft,3,1 bath,1.0,1.0
10945,34.06462,-118.45198,Entire apartment,6,1 bath,2.0,4.0
